"","term","grammar_category","polarity","polarity_target","polarity_classification"
"5101","nao ter nada nos miolos","IDIOM",-1,"N0","MAN"
"5102","nao ter onde cair morto","IDIOM",-1,"N0","MAN"
"5103","nao ter papas na lingua","IDIOM",1,"N0","MAN"
"5104","nao ter pedalada","IDIOM",-1,"N0","MAN"
"5105","nao ter razao","IDIOM",-1,"N0","MAN"
"5106","nao ter um pingo de vergonha","IDIOM",-1,"N0","MAN"
"5107","nao ter um tostao","IDIOM",-1,"N0","MAN"
"5108","nao ter vergonha na cara","IDIOM",-1,"N0","MAN"
"5109","nao ter vergonha nenhuma","IDIOM",-1,"N0","MAN"
"5110","nao valer nada","IDIOM",-1,"N0","MAN"
"5111","nao ver um boi a frente dos olhos","IDIOM",-1,"N0","MAN"
"5112","nao ver um boi","IDIOM",-1,"N0","MAN"
"5113","nao ver um palmo a frente do nariz","IDIOM",-1,"N0","MAN"
"5114","nao virar a cara","IDIOM",1,"N0","MAN"
"5115","narcisista","Adj",-1,"N0","MAN"
"5116","narcotico","Adj",-1,"N0","JALC"
"5117","narcotizado","Adj",-1,"N0","MAN"
"5118","narigudo","Adj",-1,"N0","MAN"
"5119","nascer com o cu virado para a lua","IDIOM",1,"N0","MAN"
"5120","natural","Adj",1,"N0","JALC"
"5121","nauseado","Adj",-1,"N0","JALC"
"5122","nauseante","Adj",-1,"N0","JALC"
"5123","nazi","Adj",-1,"N0","MAN"
"5124","nazista","Adj",-1,"N0","MAN"
"5125","nebuloso","Adj",-1,"N0","JALC"
"5126","necessario","Adj",1,"N0","JALC"
"5127","necessitado","Adj",-1,"N0","MAN"
"5128","necrofago","Adj",-1,"N0","MAN"
"5129","necrofilo","Adj",-1,"N0","MAN"
"5130","nedio","Adj",-1,"N0","JALC"
"5131","nefando","Adj",-1,"N0","MAN"
"5132","nefasto","Adj",-1,"N0","MAN"
"5133","nefelibata","Adj",-1,"N0","MAN"
"5134","negaceiro","Adj",-1,"N0","MAN"
"5135","negatividade","N",-1,"N0","MAN"
"5136","negativo","Adj",-1,"N0","MAN"
"5137","neglicencia","N",-1,"N0","MAN"
"5138","negligenciar","V",-1,"N0:N1","MAN"
"5139","negligente","Adj",-1,"N0","MAN"
"5140","negregado","Adj",-1,"N0","MAN"
"5141","negroide","Adj",-1,"N0","MAN"
"5142","nervos","N",-1,"N0","MAN"
"5143","nervosismo","N",-1,"N0","MAN"
"5144","nervoso","Adj",-1,"N0","MAN"
"5145","nescio","Adj",-1,"N0","MAN"
"5146","neurastenico","Adj",-1,"N0","MAN"
"5147","neurose","N",-1,"N0","MAN"
"5148","neurotico","Adj",-1,"N0","MAN"
"5149","neutral","Adj",0,"N0","MAN"
"5150","neutro","Adj",0,"N0","MAN"
"5151","ninheiro","Adj",-1,"N0","MAN"
"5152","niquento","Adj",-1,"N0","MAN"
"5153","nitido","Adj",1,"N0","JALC"
"5154","nobre","Adj",1,"N0","MAN"
"5155","nocivo","Adj",-1,"N0","JALC"
"5156","nodoa","N",-1,"N0","MAN"
"5157","nojento","Adj",-1,"N0","MAN"
"5158","nojo","N",-1,"N0","MAN"
"5159","nomeado","Adj",1,"N0","JALC"
"5160","normal","Adj",1,"N0","MAN"
"5161","norteado","Adj",1,"N0","JALC"
"5162","nostalgico","Adj",0,"N0","MAN"
"5163","notabilidade","N",1,"N0","MAN"
"5164","notavel","Adj",1,"N0","MAN"
"5165","novato","Adj",0,"N0","MAN"
"5166","novel","Adj",0,"N0","MAN"
"5167","noveleiro","Adj",-1,"N0","MAN"
"5168","novidadeiro","Adj",-1,"N0","MAN"
"5169","nu","Adj",0,"N0","MAN"
"5170","nulo","Adj",-1,"N0","JALC"
"5171","numero de circo","N",-1,"N0","MAN"
"5172","nutrido","Adj",0,"N0","MAN"
"5173","obcecacao","N",-1,"N0","MAN"
"5174","obcecado","Adj",-1,"N0","JALC"
"5175","obcecante","Adj",-1,"N0","MAN"
"5176","obedecer","V",0,"N0:N1","MAN"
"5177","obediente","Adj",0,"N0","MAN"
"5178","obeso","Adj",-1,"N0","JALC"
"5179","objectividade","N",1,"N0","MAN"
"5180","objectivo","Adj",1,"N0","MAN"
"5181","objetividade","N",1,"N0","MAN"
"5182","objetivo","Adj",1,"N0","MAN"
"5183","obliquo","Adj",-1,"N0","MAN"
"5184","obreiro","Adj",0,"N0","JALC"
"5185","obrigado","Adj",-1,"N0","JALC"
"5186","obscenidade","N",-1,"N0","MAN"
"5187","obsceno","Adj",-1,"N0","MAN"
"5188","obscurecer","V",-1,"N0:N1","MAN"
"5189","obscurecido","Adj",-1,"N0","JALC"
"5190","obscuridade","N",-1,"N0","MAN"
"5191","obscuro","Adj",-1,"N0","MAN"
"5192","obsequiador","Adj",0,"N0","MAN"
"5193","obsequioso","Adj",0,"N0","MAN"
"5194","observador","Adj",1,"N0","MAN"
"5195","observante","Adj",1,"N0","MAN"
"5196","obsessao","N",-1,"N0","MAN"
"5197","obsessivo","Adj",-1,"N0","MAN"
"5198","obsoleto","Adj",-1,"N0","JALC"
"5199","obstinado","Adj",-1,"N0","MAN"
"5200","obstrucionista","Adj",-1,"N0","MAN"
"5201","obstruir","V",-1,"N0:N1","MAN"
"5202","obtusidade","N",-1,"N0","MAN"
"5203","obtuso","Adj",-1,"N0","MAN"
"5204","obvio","Adj",0,"N0","JALC"
"5205","ociosidade","N",-1,"N0","MAN"
"5206","ocioso","Adj",-1,"N0","MAN"
"5207","oco","Adj",-1,"N0","MAN"
"5208","ocultado","Adj",0,"N0","JALC"
"5209","ocultar a verdade","IDIOM",-1,"N0","MAN"
"5210","ocultar","V",-1,"N0:N1","MAN"
"5211","ocultista","Adj",0,"N0","MAN"
"5212","oculto","Adj",-1,"N0","JALC"
"5213","ocupado","Adj",0,"N0","MAN"
"5214","odiado","Adj",-1,"N0","JALC"
"5215","odiar","V",0,"N0:N1","MAN"
"5216","odiavel","Adj",-1,"N0","MAN"
"5217","odiento","Adj",-1,"N0","MAN"
"5218","odio","N",-1,"N0","MAN"
"5219","odioso","Adj",-1,"N0","MAN"
"5220","ofegante","Adj",-1,"N0","MAN"
"5221","ofender","V",-1,"N0:N1","MAN"
"5222","ofendido","Adj",-1,"N0","JALC"
"5223","ofensa","N",-1,"N0","MAN"
"5224","ofensivo","Adj",-1,"N0","MAN"
"5225","oferecido","Adj",-1,"N0","MAN"
"5226","ofuscado","Adj",-1,"N0","JALC"
"5227","ofuscar","V",1,"N0:N1","MAN"
"5228","oleoso","Adj",-1,"N0","JALC"
"5229","olhar nos olhos","IDIOM",1,"N0","MAN"
"5230","olheirento","Adj",-1,"N0","MAN"
"5231","oligofrenia","N",-1,"N0","MAN"
"5232","oligofrenico","Adj",-1,"N0","MAN"
"5233","omisso","Adj",-1,"N0","JALC"
"5234","omitido","Adj",-1,"N0","JALC"
"5235","omitir","V",-1,"N0:N1","MAN"
"5236","omnipotente","Adj",1,"N0","MAN"
"5237","omnipresente","Adj",1,"N0","MAN"
"5238","omnisciente","Adj",1,"N0","MAN"
"5239","ondulante","Adj",-1,"N0","JALC"
"5240","onerado","Adj",-1,"N0","JALC"
"5241","onzeneiro","Adj",-1,"N0","MAN"
"5242","opaco","Adj",-1,"N0","JALC"
"5243","operante","Adj",1,"N0","JALC"
"5244","operoso","Adj",1,"N0","JALC"
"5245","opinante","Adj",0,"N0","MAN"
"5246","opinativo","Adj",0,"N0","MAN"
"5247","opiniatico","Adj",-1,"N0","MAN"
"5248","opiomania","N",-1,"N0","MAN"
"5249","opiomano","Adj",-1,"N0","MAN"
"5250","opiparo","Adj",1,"N0","JALC"
"5251","oponente","Adj",-1,"N0","JALC"
"5252","oportunismo","N",-1,"N0","MAN"
"5253","oportunista","Adj",-1,"N0","MAN"
"5254","oportuno","Adj",1,"N0","MAN"
"5255","oposicionista","Adj",0,"N0","MAN"
"5256","opressao","N",-1,"N0","MAN"
"5257","opressivo","Adj",-1,"N0","MAN"
"5258","opresso","Adj",-1,"N0","MAN"
"5259","opressor","Adj",-1,"N0","MAN"
"5260","oprimente","Adj",-1,"N0","MAN"
"5261","oprimido","Adj",-1,"N0","MAN"
"5262","oprimir","V",1,"N0:N1","MAN"
"5263","optimismo","N",1,"N0","MAN"
"5264","optimista","Adj",1,"N0","MAN"
"5265","optimo","Adj",1,"N0","MAN"
"5266","opulento","Adj",-1,"N0","MAN"
"5267","ordeiro","Adj",1,"N0","MAN"
"5268","ordenado","Adj",1,"N0","JALC"
"5269","ordinarice","N",-1,"N0","MAN"
"5270","ordinario","Adj",-1,"N0","MAN"
"5271","orelhudo","Adj",-1,"N0","MAN"
"5272","orfao","Adj",-1,"N0","JALC"
"5273","organizado","Adj",1,"N0","MAN"
"5274","orgulhoso","Adj",-1,"N0","MAN"
"5275","orientador","Adj",0,"N0","JALC"
"5276","original","Adj",1,"N0","MAN"
"5277","originalidade","N",1,"N0","MAN"
"5278","ornado","Adj",0,"N0","JALC"
"5279","ortodoxo","Adj",0,"N0","MAN"
"5280","ossudo","Adj",-1,"N0","MAN"
"5281","ostensao","N",-1,"N0","MAN"
"5282","ostensivo","Adj",-1,"N0","MAN"
"5283","ostentacao","N",-1,"N0","MAN"
"5284","ostentativo","Adj",-1,"N0","MAN"
"5285","ostentoso","Adj",-1,"N0","MAN"
"5286","otimismo","N",1,"N0","MAN"
"5287","otimista","Adj",1,"N0","MAN"
"5288","otimo","Adj",1,"N0","JALC"
"5289","ousado","Adj",0,"N0","MAN"
"5290","ouvido","Adj",0,"N0","JALC"
"5291","ouvir das boas","IDIOM",-1,"N0","MAN"
"5292","ouvir poucas mas boas","IDIOM",-1,"N0","MAN"
"5293","pacato","Adj",1,"N0","MAN"
"5294","pachorrento","Adj",0,"N0","MAN"
"5295","paciente","Adj",1,"N0","MAN"
"5296","pacificacao","N",1,"N0","MAN"
"5297","pacificador","Adj",1,"N0","MAN"
"5298","pacificidade","N",1,"N0","MAN"
"5299","pacifico","Adj",1,"N0","MAN"
"5300","pacovice","N",-1,"N0","MAN"
"5301","pacovio","Adj",-1,"N0","MAN"
"5302","padecedor","Adj",-1,"N0","MAN"
"5303","padecente","Adj",-1,"N0","MAN"
"5304","pagao","Adj",0,"N0","JALC"
"5305","pagar caro","IDIOM",-1,"N0","MAN"
"5306","pagar favores a","IDIOM",-1,"N0:N1","MAN"
"5307","pagar um favor a","IDIOM",-1,"N0:N1","MAN"
"5308","pagodeiro","Adj",0,"N0","MAN"
"5309","paixao","N",1,"N0","MAN"
"5310","palaciano","Adj",0,"N0","MAN"
"5311","paladino","Adj",0,"N0","JALC"
"5312","palavroso","Adj",-1,"N0","MAN"
"5313","paleio","N",-1,"N0","MAN"
"5314","palerma","Adj",-1,"N0","MAN"
"5315","palermice","N",-1,"N0","MAN"
"5316","palhaco","Adj",-1,"N0","MAN"
"5317","palidez","N",-1,"N0","MAN"
"5318","palido","Adj",-1,"N0","MAN"
"5319","palpitante","Adj",0,"N0","MAN"
"5320","palrador","Adj",0,"N0","MAN"
"5321","palreiro","Adj",0,"N0","MAN"
"5322","panal","Adj",-1,"N0","MAN"
"5323","panasca","Adj",-1,"N0","MAN"
"5324","pancadaria","N",-1,"N0","MAN"
"5325","pancudo","Adj",-1,"N0","MAN"
"5326","pandego","Adj",0,"N0","MAN"
"5327","panegirico","Adj",0,"N0","JALC"
"5328","panema","Adj",-1,"N0","JALC"
"5329","pantafacudo","Adj",-1,"N0","MAN"
"5330","pantano","N",-1,"N0","MAN"
"5331","pantemineiro","Adj",-1,"N0","MAN"
"5332","papaguear","V",-1,"N0","MAN"
"5333","papalvo","Adj",-1,"N0","MAN"
"5334","papao","Adj",-1,"N0","MAN"
"5335","papista","Adj",-1,"N0","MAN"
"5336","paradigmatico","Adj",0,"N0","MAN"
"5337","parado","Adj",-1,"N0","MAN"
"5338","paradoxal","Adj",-1,"N0","MAN"
"5339","paradoxo","Adj",-1,"N0","MAN"
"5340","paralisado","Adj",-1,"N0","JALC"
"5341","paralisar","V",1,"N0:N1","MAN"
"5342","paralitico","Adj",-1,"N0","JALC"
"5343","paranoia","N",-1,"N0","MAN"
"5344","paranoico","Adj",-1,"N0","MAN"
"5345","parasita","Adj",-1,"N0","MAN"
"5346","parasito","Adj",-1,"N0","MAN"
"5347","parcimonia","N",1,"N0","MAN"
"5348","parcimonioso","Adj",1,"N0","MAN"
"5349","parco","Adj",1,"N0","MAN"
"5350","parido","Adj",-1,"N0","JALC"
"5351","parolice","N",-1,"N0","MAN"
"5352","parolo","Adj",-1,"N0","MAN"
"5353","parracho","Adj",-1,"N0","MAN"
"5354","parrudo","Adj",-1,"N0","JALC"
"5355","participativo","Adj",1,"N0","MAN"
"5356","partidarista","Adj",-1,"N0","MAN"
"5357","partido","Adj",-1,"N0","MAN"
"5358","partir o coracao a","IDIOM",-1,"N0:N1","MAN"
"5359","parvalhao","Adj",-1,"N0","MAN"
"5360","parvo","Adj",-1,"N0","MAN"
"5361","parvoice","N",-1,"N0","MAN"
"5362","parvonio","Adj",-1,"N0","MAN"
"5363","pascacio","Adj",-1,"N0","MAN"
"5364","pasmado","Adj",-1,"N0","MAN"
"5365","paspalhao","Adj",-1,"N0","JALC"
"5366","paspalho","Adj",-1,"N0","MAN"
"5367","passadista","Adj",-1,"N0","MAN"
"5368","passado","Adj",-1,"N0","JALC"
"5369","passar a batata quente a","IDIOM",-1,"N0:N1","MAN"
"5370","passar a frente a","IDIOM",1,"N0:N1","MAN"
"5371","passar a historia","IDIOM",-1,"N0","MAN"
"5372","passar a perna a","IDIOM",-1,"N0:N1","MAN"
"5373","passar cheques em branco","IDIOM",-1,"N0","MAN"
"5374","passar desta para melhor","IDIOM",-1,"N0","MAN"
"5375","passar dos limites","IDIOM",-1,"N0","MAN"
"5376","passar fome","IDIOM",-1,"N0","MAN"
"5377","passar por dificuldades","IDIOM",-1,"N0","MAN"
"5378","passavel","Adj",1,"N0","JALC"
"5379","passeador","Adj",0,"N0","MAN"
"5380","passeante","Adj",0,"N0","MAN"
"5381","passeiro","Adj",-1,"N0","MAN"
"5382","passivo","Adj",-1,"N0","MAN"
"5383","pastel","Adj",1,"N0","JALC"
"5384","pastelao","Adj",-1,"N0","MAN"
"5385","pastrano","Adj",-1,"N0","MAN"
"5386","pataqueiro","Adj",-1,"N0","MAN"
"5387","patarata","Adj",-1,"N0","MAN"
"5388","patau","Adj",-1,"N0","MAN"
"5389","patego","Adj",-1,"N0","MAN"
"5390","paternal","Adj",1,"N0","MAN"
"5391","paternalista","Adj",0,"N0","MAN"
"5392","pateta","Adj",-1,"N0","MAN"
"5393","patetice","N",-1,"N0","MAN"
"5394","patetico","Adj",-1,"N0","MAN"
"5395","patibular","Adj",-1,"N0","MAN"
"5396","patifaria","N",-1,"N0","MAN"
"5397","patife","Adj",-1,"N0","MAN"
"5398","patinar","V",-1,"N0","MAN"
"5399","patola","Adj",-1,"N0","MAN"
"5400","patriarcal","Adj",1,"N0","JALC"
"5401","patriota","Adj",1,"N0","MAN"
"5402","patrioteiro","Adj",-1,"N0","MAN"
"5403","patriotico","Adj",1,"N0","MAN"
"5404","patudo","Adj",-1,"N0","MAN"
"5405","patusco","Adj",-1,"N0","MAN"
"5406","pau de cabeleira","N",-1,"N0","MAN"
"5407","pavonear-se","V",-1,"N0","MAN"
"5408","pavor","N",-1,"N0","MAN"
"5409","pavoroso","Adj",-1,"N0","MAN"
"5410","pecado","N",-1,"N0","MAN"
"5411","pecador","Adj",-1,"N0","MAN"
"5412","pecar","V",-1,"N0","MAN"
"5413","pechoso","Adj",-1,"N0","MAN"
"5414","peco","Adj",-1,"N0","MAN"
"5415","peculiar","Adj",0,"N0","MAN"
"5416","pedante","Adj",-1,"N0","MAN"
"5417","pedantice","N",-1,"N0","MAN"
"5418","pedantismo","N",-1,"N0","MAN"
"5419","pedestre","Adj",0,"N0","JALC"
"5420","pedinte","Adj",-1,"N0","MAN"
"5421","pedrado","Adj",-1,"N0","MAN"
"5422","pegajoso","Adj",-1,"N0","JALC"
"5423","peganhento","Adj",-1,"N0","JALC"
"5424","peguilhento","Adj",-1,"N0","MAN"
"5425","peitado","Adj",-1,"N0","JALC"
"5426","peitudo","Adj",0,"N0","MAN"
"5427","pelado","Adj",0,"N0","MAN"
"5428","pelintra","Adj",-1,"N0","MAN"
"5429","peludo","Adj",0,"N0","MAN"
"5430","penalizado","Adj",-1,"N0","JALC"
"5431","penalizar","V",0,"N0:N1","MAN"
"5432","pencudo","Adj",-1,"N0","MAN"
"5433","pendurado","Adj",-1,"N0","JALC"
"5434","pendurar as botas","IDIOM",-1,"N0","MAN"
"5435","peneirento","Adj",-1,"N0","MAN"
"5436","penetra","Adj",-1,"N0","MAN"
"5437","penetrante","Adj",1,"N0","JALC"
"5438","penitenciar-se","V",-1,"N0","MAN"
"5439","penitente","Adj",0,"N0","MAN"
"5440","penoso","Adj",-1,"N0","JALC"
"5441","pensador","Adj",0,"N0","MAN"
"5442","pensativo","Adj",0,"N0","MAN"
"5443","pequenez","N",-1,"N0","MAN"
"5444","perceptivel","Adj",1,"N0","JALC"
"5445","perceptivo","Adj",1,"N0","JALC"
"5446","percetivel","Adj",1,"N0","JALC"
"5447","percetivo","Adj",1,"N0","JALC"
"5448","perdedor","Adj",-1,"N0","MAN"
"5449","perder a cabeca","IDIOM",-1,"N0","MAN"
"5450","perder a compostura","IDIOM",-1,"N0","MAN"
"5451","perder a postura","IDIOM",-1,"N0","MAN"
"5452","perder a razao","IDIOM",-1,"N0","MAN"
"5453","perder as estribeiras","IDIOM",-1,"N0","MAN"
"5454","perder o juizo","IDIOM",-1,"N0","MAN"
"5455","perder o norte","IDIOM",-1,"N0","MAN"
"5456","perder o pio","IDIOM",-1,"N0","MAN"
"5457","perder os sentidos","IDIOM",-1,"N0","MAN"
"5458","perder terreno","IDIOM",-1,"N0","MAN"
"5459","perder","V",-1,"N0:N1","MAN"
"5460","perdido","Adj",-1,"N0","MAN"
"5461","perdoado","Adj",0,"N0","JALC"
"5462","perdoador","Adj",0,"N0","MAN"
"5463","perdoavel","Adj",0,"N0","JALC"
"5464","perdulario","Adj",-1,"N0","MAN"
"5465","perecedor","Adj",-1,"N0","JALC"
"5466","perecivel","Adj",-1,"N0","JALC"
"5467","peregrino","Adj",1,"N0","JALC"
"5468","peremptorio","Adj",1,"N0","MAN"
"5469","perentorio","Adj",1,"N0","MAN"
"5470","perfeicao","N",1,"N0","MAN"
"5471","perfeito","Adj",1,"N0","MAN"
"5472","perfidia","N",-1,"N0","MAN"
"5473","perfido","Adj",-1,"N0","MAN"
"5474","perfumado","Adj",1,"N0","MAN"
"5475","perguntador","Adj",0,"N0","MAN"
"5476","perigo","N",-1,"N0","MAN"
"5477","perigosidade","N",-1,"N0","MAN"
"5478","perigoso","Adj",-1,"N0","MAN"
"5479","perito","Adj",1,"N0","JALC"
"5480","permanente","Adj",0,"N0","JALC"
"5481","permissivo","Adj",-1,"N0","MAN"
"5482","perneta","Adj",-1,"N0","MAN"
"5483","pernicioso","Adj",-1,"N0","JALC"
"5484","pernostico","Adj",-1,"N0","MAN"
"5485","perplexo","Adj",-1,"N0","JALC"
"5486","perro","Adj",-1,"N0","MAN"
"5487","perscrutador","Adj",0,"N0","JALC"
"5488","perseguir","V",-1,"N0:N1","MAN"
"5489","perseveranca","N",1,"N0","MAN"
"5490","perseverante","Adj",1,"N0","MAN"
"5491","persistente","Adj",1,"N0","MAN"
"5492","perspicacia","N",1,"N0","MAN"
"5493","perspicaz","Adj",1,"N0","MAN"
"5494","perspicuidade","N",1,"N0","MAN"
"5495","perspicuo","Adj",1,"N0","MAN"
"5496","persuadido","Adj",-1,"N0","JALC"
"5497","persuasivo","Adj",1,"N0","MAN"
"5498","persuasor","Adj",0,"N0","MAN"
"5499","persuasorio","Adj",0,"N0","MAN"
"5500","pertinacia","N",-1,"N0","MAN"
"5501","pertinaz","Adj",-1,"N0","MAN"
"5502","pertinencia","N",1,"N0","MAN"
"5503","pertinente","Adj",1,"N0","MAN"
"5504","perturbacao","N",-1,"N0","MAN"
"5505","perturbacoes de caracter","N",-1,"N0","MAN"
"5506","perturbacoes de carater","N",-1,"N0","MAN"
"5507","perturbado","Adj",-1,"N0","MAN"
"5508","perturbador","Adj",-1,"N0","MAN"
"5509","perturbante","Adj",-1,"N0","MAN"
"5510","perturbar","V",1,"N0:N1","MAN"
"5511","perversidade","N",-1,"N0","MAN"
"5512","perverso","Adj",-1,"N0","MAN"
"5513","pervertedor","Adj",-1,"N0","MAN"
"5514","perverter","V",-1,"N0:N1","MAN"
"5515","pervertidade","N",-1,"N0","MAN"
"5516","pervertido","Adj",-1,"N0","MAN"
"5517","pesadao","Adj",-1,"N0","JALC"
"5518","pesaroso","Adj",-1,"N0","MAN"
"5519","pesporrencia","N",-1,"N0","MAN"
"5520","pesporrente","Adj",-1,"N0","MAN"
"5521","pessimismo","N",-1,"N0","MAN"
"5522","pessimista","Adj",-1,"N0","MAN"
"5523","pessimo","Adj",-1,"N0","MAN"
"5524","pestanejante","Adj",0,"N0","MAN"
"5525","petreo","Adj",-1,"N0","JALC"
"5526","petrificado","Adj",-1,"N0","JALC"
"5527","petrificante","Adj",-1,"N0","MAN"
"5528","petulancia","N",-1,"N0","MAN"
"5529","petulante","Adj",-1,"N0","MAN"
"5530","piada","N",-1,"N0","MAN"
"5531","picado","Adj",-1,"N0","JALC"
"5532","picante","Adj",-1,"N0","JALC"
"5533","picareta falante","N",-1,"N0","MAN"
"5534","picaro","Adj",-1,"N0","MAN"
"5535","picuinhas","Adj",-1,"N0","MAN"
"5536","piedoso","Adj",1,"N0","MAN"
"5537","piegas","Adj",-1,"N0","MAN"
"5538","pieguice","N",-1,"N0","MAN"
"5539","pifio","Adj",-1,"N0","MAN"
"5540","pigmeu","Adj",-1,"N0","JALC"
"5541","pimpao","Adj",-1,"N0","MAN"
"5542","pinderico","Adj",-1,"N0","MAN"
"5543","pinguco","Adj",-1,"N0","JALC"
"5544","pinoca","Adj",-1,"N0","MAN"
"5545","pintalegrete","Adj",-1,"N0","MAN"
"5546","piolhoso","Adj",-1,"N0","MAN"
"5547","pior","Adj",-1,"N0","MAN"
"5548","piorar","V",-1,"N0","MAN"
"5549","pipi","Adj",-1,"N0","MAN"
"5550","piracao","N",-1,"N0","MAN"
"5551","pirado","Adj",-1,"N0","MAN"
"5552","piranga","Adj",-1,"N0","MAN"
"5553","pirangueiro","Adj",-1,"N0","MAN"
"5554","pirar","V",-1,"N0","MAN"
"5555","pirata","N",-1,"N0","MAN"
"5556","piromania","N",-1,"N0","MAN"
"5557","piromaniaco","Adj",-1,"N0","MAN"
"5558","piromano","Adj",-1,"N0","MAN"
"5559","pirosice","N",-1,"N0","MAN"
"5560","piroso","Adj",-1,"N0","MAN"
"5561","pisado","Adj",-1,"N0","JALC"
"5562","pisar na bola","IDIOM",-1,"N0","MAN"
"5563","pisar o risco","IDIOM",-1,"N0","MAN"
"5564","pisco","Adj",-1,"N0","MAN"
"5565","pitonico","Adj",-1,"N0","MAN"
"5566","pitoresco","Adj",1,"N0","JALC"
"5567","pitosga","Adj",-1,"N0","MAN"
"5568","placido","Adj",1,"N0","JALC"
"5569","plangencia","N",-1,"N0","MAN"
"5570","plangente","Adj",-1,"N0","MAN"
"5571","platonico","Adj",0,"N0","JALC"
"5572","plausivel","Adj",1,"N0","JALC"
"5573","plebeu","Adj",-1,"N0","JALC"
"5574","pobre coitado","Adj",-1,"N0","MAN"
"5575","pobre de espirito","Adj",-1,"N0","MAN"
"5576","pobre e mal agradecido","Adj",-1,"N0","MAN"
"5577","pobre","Adj",-1,"N0","MAN"
"5578","pobretana","Adj",-1,"N0","MAN"
"5579","pobretao","Adj",-1,"N0","MAN"
"5580","pobrete","Adj",-1,"N0","MAN"
"5581","pobreza de espirito","N",-1,"N0","MAN"
"5582","pobreza","N",-1,"N0","MAN"
"5583","poderoso","Adj",0,"N0","MAN"
"5584","podre","Adj",-1,"N0","MAN"
"5585","poetico","Adj",0,"N0","MAN"
"5586","poleiro","N",-1,"N0","MAN"
"5587","polemica","N",-1,"N0","MAN"
"5588","polemico","Adj",-1,"N0","MAN"
"5589","polemista","Adj",-1,"N0","MAN"
"5590","poliandra","Adj",0,"N0","MAN"
"5591","polido","Adj",0,"N0","MAN"
"5592","politicante","Adj",-1,"N0","MAN"
"5593","politiqueiro","Adj",-1,"N0","MAN"
"5594","politiquice","N",-1,"N0","MAN"
"5595","polivalente","Adj",1,"N0","MAN"
"5596","poltrao","Adj",-1,"N0","MAN"
"5597","poluir","V",-1,"N0","MAN"
"5598","pomposo","Adj",0,"N0","JALC"
"5599","ponderacao","N",1,"N0","MAN"
"5600","ponderado","Adj",1,"N0","MAN"
"5601","ponderoso","Adj",1,"N0","MAN"
"5602","pontapear","V",1,"N0:N1","MAN"
"5603","ponto fraco","N",-2,"N1","MAN"
"5604","ponto fraco","N",-3,"N2","MAN"
"5605","pontual","Adj",1,"N0","MAN"
"5606","pontualidade","N",1,"N0","MAN"
"5607","pontudo","Adj",-1,"N0","JALC"
"5608","popular","Adj",1,"N0","MAN"
"5609","popularidade","N",1,"N0","MAN"
"5610","populismo","N",-1,"N0","MAN"
"5611","populista","Adj",-1,"N0","MAN"
"5612","porcalhao","Adj",-1,"N0","MAN"
"5613","porcaria","N",-1,"N0","MAN"
"5614","porcino","Adj",-1,"N0","JALC"
"5615","porco","Adj",-1,"N0","MAN"
"5616","porfiado","Adj",-1,"N0","MAN"
"5617","pornografia","N",-1,"N0","MAN"
"5618","pornografico","Adj",-1,"N0","MAN"
"5619","porreiro","Adj",1,"N0","MAN"
"5620","portentoso","Adj",1,"N0","JALC"
"5621","positividade","N",1,"N0","MAN"
"5622","positivo","Adj",1,"N0","MAN"
"5623","possante","Adj",1,"N0","MAN"
"5624","possessao","N",-1,"N0","MAN"
"5625","possessividade","N",-1,"N0","MAN"
"5626","possessivo","Adj",-1,"N0","MAN"
"5627","possesso","Adj",-1,"N0","MAN"
"5628","possibilista","Adj",0,"N0","MAN"
"5629","possidonio","Adj",-1,"N0","MAN"
"5630","possuido","Adj",-1,"N0","JALC"
"5631","postico","Adj",-1,"N0","JALC"
"5632","potente","Adj",1,"N0","MAN"
"5633","poupado","Adj",1,"N0","MAN"
"5634","pragmatico","Adj",1,"N0","MAN"
"5635","pragmatismo","N",1,"N0","MAN"
"5636","pragmatista","Adj",0,"N0","MAN"
"5637","pratico","Adj",1,"N0","MAN"
"5638","prazenteiro","Adj",1,"N0","MAN"
"5639","precariedade","N",-1,"N0","MAN"
"5640","precatado","Adj",1,"N0","MAN"
"5641","precavido","Adj",1,"N0","MAN"
"5642","precioso","Adj",1,"N0","MAN"
"5643","precipitado","Adj",-1,"N0","MAN"
"5644","precipitar-se","V",-1,"N0","MAN"
"5645","precisado","Adj",-1,"N0","MAN"
"5646","precisao","N",1,"N0","MAN"
"5647","precisar de comer farinha maizena","IDIOM",-1,"N0","MAN"
"5648","preclaro","Adj",1,"N0","MAN"
"5649","precoce","Adj",-1,"N0","JALC"
"5650","preconceito","N",-1,"N0","MAN"
"5651","preconceituoso","Adj",-1,"N0","MAN"
"5652","predilecto","Adj",1,"N0","JALC"
"5653","predileto","Adj",1,"N0","JALC"
"5654","preeminente","Adj",1,"N0","MAN"
"5655","preferido","Adj",1,"N0","JALC"
"5656","preferir","V",0,"N0:N1","MAN"
"5657","pregar aos peixes","IDIOM",-1,"N0","MAN"
"5658","preguica","N",-1,"N0","MAN"
"5659","preguicoso","Adj",-1,"N0","MAN"
"5660","prejudicado","Adj",-1,"N0","JALC"
"5661","prejudicar","V",-1,"N0:N1","MAN"
"5662","prejudicial","Adj",-1,"N0","JALC"
"5663","premeditado","Adj",-1,"N0","JALC"
"5664","premiado","Adj",1,"N0","JALC"
